"順位","管理No","合計スコア"
"1244","IB040207","495"
"1245","IB010003","495"
"1246","KA120030","495"
"1247","CH040004","495"
"1248","KA110165","495"
"1249","CH040059","495"
"1250","KA070012","495"
"1251","TK050060","495"
"1252","KA070093","495"
"1253","KA160132","495"
"1254","IB040132","495"
"1255","IB040118","495"
"1256","NA060021","494"
"1257","TK060221","494"
"1258","CH010080","494"
"1259","GU020098","494"
"1260","KA020036","494"
"1261","TC030044","494"
"1262","KA080039","494"
"1263","KA070086","494"
"1264","KA150125","494"
"1265","KA070201","493"
"1266","IB080062","493"
"1267","KA120001","493"
"1268","TK060283","493"
"1269","KA070111","493"
"1270","KA070001","493"
"1271","CH040219","493"
"1272","TK040113","493"
"1273","KA160155","493"
"1274","IB080048","493"
"1275","IB070033","493"
"1276","KA160030","493"
"1277","GU020130","493"
"1278","SA130023","493"
"1279","CH040183","493"
"1280","TK060239","493"
"1281","GU050013","493"
"1282","KA030012","493"
"1283","SA090014","492"
"1284","KA080124","492"
"1285","KA150012","492"
"1286","TK060202","492"
"1287","GU010018","492"
"1288","KA010031","492"
"1289","IB100021","492"
"1290","SA130018","492"
"1291","GU030172","492"
"1292","TC030025","492"
"1293","NA060047","492"
"1294","KA110149","492"
"1295","KA150134","492"
"1296","KA070045","492"
"1297","GU040072","492"
"1298","YA010059","491"
"1299","NA010033","491"
"1300","KA080038","491"
"1301","CH040223","491"
"1302","IB070064","491"
"1303","KA110007","491"
"1304","IB080038","491"
"1305","IB040386","491"
"1306","GU020019","491"
"1307","IB080036","491"
"1308","IB010002","491"
"1309","KA110107","491"
"1310","IB070021","491"
"1311","KA079:00","491"
"1312","TK130051","490"
"1313","KA150027","490"
"1314","KA110097","490"
"1315","KA150050","490"
"1316","KA010124","490"
"1317","KA070013","490"
"1318","GU010037","490"
"1319","IB010032","490"
"1320","NA030025","490"
"1321","GU040079","490"
"1322","KA020009","489"
"1323","IB080084","489"
"1324","KA150108","489"
"1325","KA160166","489"
"1326","IB100029","489"
"1327","IB040152","489"
"1328","TC030010","489"
"1329","CH040106","489"
"1330","TC030009","489"
"1331","IB040002","489"
"1332","GU030145","489"
"1333","NA060032","489"
"1334","IB040157","489"
"1335","NA030003","489"
"1336","TC040017","488"
"1337","IB040060","488"
"1338","IB070054","488"
"1339","KA110164","488"
"1340","NA060020","488"
"1341","KA080061","488"
"1342","IB080055","488"
"1343","SA090001","488"
"1344","IB040202","488"
"1345","SA050006","488"
"1346","SA022006","488"
"1347","KA160080","488"
"1348","KA080075","488"
"1349","CH020038","488"
"1350","KA150047","488"
"1351","CH040204","488"
"1352","KA070124","487"
"1353","NA030026","487"
"1354","KA010080","487"
"1355","KA010100","487"
"1356","KA070122","487"
"1357","IB100050","487"
"1358","KA160115","487"
"1359","TK060163","487"
"1360","CH010027","487"
"1361","TK130079","487"
"1362","IB100010","487"
"1363","CH040067","487"
"1364","NA060044","487"
"1365","TK050035","487"
"1366","TK060041","487"
"1367","KA070149","487"
"1368","KA160184","487"
"1369","KA070008","486"
"1370","SA090006","486"
"1371","GU030183","486"
"1372","KA150028","486"
"1373","KA110166","486"
"1374","SA090003","486"
"1375","KA160026","486"
"1376","YA040015","486"
"1377","IB040137","486"
"1378","GU010049","486"
"1379","KA150128","486"
"1380","KA160002","486"
"1381","KA070103","486"
"1382","SA050016","486"
"1383","NA060005","486"
"1384","KA150146","485"
"1385","NA060009","485"
"1386","IB040012","485"
"1387","KA070181","485"
"1388","CH040031","485"
"1389","KA070139","485"
"1390","TK060116","485"
"1391","KA010192","485"
"1392","GU040010","485"
"1393","KA010015","485"
"1394","KA150061","485"
"1395","IB100063","485"
"1396","KA150037","485"
"1397","CH040039","485"
"1398","TK060106","485"
"1399","CH020004","485"
"1400","TK060145","485"
"1401","KA110030","485"
"1402","SA010045","485"
"1403","IB020004","485"
"1404","KA070003","485"
"1405","IB040141","485"
"1406","KA030006","484"
"1407","KA010301","484"
"1408","IB070044","484"
"1409","KA070077","484"
"1410","IB100025","484"
"1411","IB100075","484"
"1412","TC030022","484"
"1413","KA110157","484"
"1414","YA010022","484"
"1415","KA010026","484"
"1416","KA110088","484"
"1417","KA070100","484"
"1418","KA070015","484"
"1419","NA060030","483"
"1420","IB080083","483"
"1421","NA030061","483"
"1422","GU030033","483"
"1423","IB040138","483"
"1424","NA030014","483"
"1425","KA110172","483"
"1426","IB050012","483"
"1427","IB100045","483"
"1428","CH040116","482"
"1429","YA010056","482"
"1430","CH040079","482"
"1431","TK040182","482"
"1432","KA160170","482"
"1433","IB100035","482"
"1434","KA160055","482"
"1435","GU030039","482"
"1436","IB050016","482"
"1437","NA060034","481"
"1438","GU010035","481"
"1439","IB040322","481"
"1440","IB080004","481"
"1441","IB100044","481"
"1442","TK060204","481"
"1443","GU020057","481"
"1444","CH040194","481"
"1445","IB100083","481"
"1446","TK040049","481"
"1447","CH040156","480"
"1448","TK130031","480"
"1449","GU030062","480"
"1450","CH010059","480"
"1451","GU010031","480"
"1452","KA150026","480"
"1453","KA010071","480"
"1454","YA010063","480"
"1455","KA160113","480"
"1456","TK130093","480"
"1457","GU040017","480"
"1458","KA110158","480"
"1459","YA040011","480"
"1460","TC030042","480"
"1461","GU040059","480"
"1462","TK040087","480"
"1463","KA080137","480"
"1464","KA070019","480"
"1465","KA150063","480"
"1466","IB070030","480"
"1467","IB040181","480"
"1468","NA060037","479"
"1469","IB010012","479"
"1470","TK040036","479"
"1471","CH010019","479"
"1472","IB010021","479"
"1473","SA130011","479"
"1474","GU030099","479"
"1475","KA010040","479"
"1476","TK130020","479"
"1477","IB070010","478"
"1478","KA110176","478"
"1479","GU030103","478"
"1480","IB070057","478"
"1481","IB040352","478"
"1482","KA100015","478"
"1483","NA030006","478"
"1484","KA110083","478"
"1485","KA110153","478"
"1486","GU010005","478"
"1487","CH020030","478"
"1488","KA160068","478"
"1489","GU020003","478"
"1490","IB040213","478"
"1491","CH040065","478"
"1492","TK060241","478"
"1493","KA150053","478"
"1494","TK060354","478"
"1495","CH040064","478"
"1496","GU010047","477"
"1497","KA150038","477"
"1498","CH020005","477"
"1499","IB090016","477"
"1500","KA110056","477"
"1501","GU030048","477"
"1502","TK060240","477"
"1503","KA070090","477"
"1504","KA020031","477"
"1505","YA010066","477"
"1506","IB040290","477"
"1507","KA120028","477"
"1508","KA070082","477"
"1509","IB040059","477"
"1510","TK040035","477"
"1511","GU030197","476"
"1512","TK050039","476"
"1513","IB100014","476"
"1514","SA130013","476"
"1515","SA090012","476"
"1516","CH010016","476"
"1517","SA010014","476"
"1518","TK060237","476"
"1519","TK130067","476"
"1520","IB100007","476"
"1521","TK040121","476"
"1522","IB040287","475"
"1523","GU030141","475"
"1524","GU010030","475"
"1525","CH040134","475"
"1526","KA150009","475"
"1527","KA150049","475"
"1528","IB020007","475"
"1529","IB090013","475"
"1530","CH040062","475"
"1531","NA030018","475"
"1532","KA070018","475"
"1533","KA070182","475"
"1534","YA010044","475"
"1535","CH040009","475"
"1536","TK040003","475"
"1537","GU030010","475"
"1538","KA160054","475"
"1539","IB040182","475"
"1540","CH040115","475"
"1541","KA010096","475"
"1542","KA120039","474"
"1543","KA010030","474"
"1544","SA130028","474"
"1545","CH040007","474"
"1546","GU010010","474"
"1547","TK130016","474"
"1548","KA120032","474"
"1549","TK060353","474"
"1550","IB040298","474"
"1551","GU030040","474"
"1552","IB040235","474"
"1553","TK040130","474"
"1554","TK040122","474"
"1555","GU020110","474"
"1556","KA110031","473"
"1557","YA010047","473"
"1558","IB070066","473"
"1559","IB070024","473"
"1560","KA160138","473"
"1561","KA150014","473"
"1562","SA060002","473"
"1563","YA010053","473"
"1564","KA070071","473"
"1565","KA070160","473"
"1566","IB040305","473"
"1567","CH040113","473"
"1568","GU020013","473"
"1569","KA150106","473"
"1570","KA010001","473"
"1571","KA160183","472"
"1572","KA080004","472"
"1573","KA070162","472"
"1574","NA060052","472"
"1575","KA160123","472"
"1576","KA120056","472"
"1577","SA090016","472"
"1578","TK040042","472"
"1579","IB100013","472"
"1580","GU030143","472"
"1581","IB080033","472"
"1582","CH040073","472"
"1583","IB070023","472"
"1584","KA080130","472"
"1585","KA080131","472"
"1586","KA010122","472"
"1587","IB010008","472"
"1588","GU030084","471"
"1589","KA110046","471"
"1590","TK130032","471"
"1591","KA150004","471"
"1592","KA010164","471"
"1593","IB040011","471"
"1594","YA010003","471"
"1595","IB010020","471"
"1596","IB040003","471"
"1597","KA110078","471"
"1598","KA070073","471"
"1599","KA110062","471"
"1600","TK050056","471"
"1601","KA170001","471"
"1602","KA170005","471"
"1603","IB070026","470"
"1604","IB070048","470"
"1605","IB080089","470"
"1606","GU030125","470"
"1607","KA080048","470"
"1608","TK040089","470"
"1609","KA020070","470"
"1610","KA070107","470"
"1611","IB100066","470"
"1612","CH020031","470"
"1613","GU010042","470"
"1614","GU030118","469"
"1615","KA160124","469"
"1616","KA020049","469"
"1617","IB040344","469"
"1618","KA120008","469"
"1619","NA010026","469"
"1620","CH040036","469"
"1621","KA120048","469"
"1622","CH040010","469"
"1623","YA010025","469"
"1624","IB050011","469"
"1625","IB080042","469"
"1626","IB080073","469"
"1627","IB070039","469"
"1628","GU040054","469"
"1629","IB100027","469"
"1630","GU020118","469"
"1631","KA070147","469"
"1632","IB040378","469"
"1633","IB040125","469"
"1634","GU030076","469"
"1635","CH040197","468"
"1636","KA110022","468"
"1637","IB040221","468"
"1638","KA160121","468"
"1639","GU020086","468"
"1640","IB100032","468"
"1641","GU020068","468"
"1642","IB040208","468"
"1643","IB080037","468"
"1644","IB040122","468"
"1645","KA070194","468"
"1646","GU030114","468"
"1647","CH040060","468"
"1648","KA160077","468"
"1649","KA110106","468"
"1650","TK130011","467"
"1651","NA010020","467"
"1652","GU040033","467"
"1653","CH040093","467"
"1654","TK060264","467"
"1655","KA160122","467"
"1656","KA080055","467"
"1657","TK060109","467"
"1658","KA110016","467"
"1659","GU030147","467"
"1660","NA030012","467"
"1661","CH020046","467"
"1662","GU040090","467"
"1663","NA030007","467"
"1664","GU040043","467"
"1665","KA160012","467"
"1666","KA070091","467"
"1667","GU030056","466"
"1668","IB080063","466"
"1669","GU020073","466"
"1670","CH040172","466"
"1671","KA110003","466"
"1672","CH030004","466"
"1673","SA090005","466"
"1674","KA110142","466"
"1675","KA070038","466"
"1676","TK060284","466"
"1677","GU010036","466"
"1678","GU020060","466"
"1679","KA010068","466"
"1680","KA120006","466"
"1681","IB040156","466"
"1682","GU030016","466"
"1683","TK050049","466"
"1684","TK060231","466"
"1685","CH020013","466"
"1686","KA010097","466"
"1687","KA020075","465"
"1688","KA120005","465"
"1689","TK060197","465"
"1690","CH020012","465"
"1691","KA150133","465"
"1692","YA010082","465"
"1693","KA160191","465"
"1694","CH040058","465"
"1695","IB010040","465"
"1696","TK060192","465"
"1697","GU010006","465"
"1698","KA160156","465"
"1699","IB080053","465"
"1700","KA160187","465"
"1701","KA070043","465"
"1702","SA010021","465"
"1703","CH010015","465"
"1704","KA010004","465"
"1705","SA010001","465"
"1706","KA080123","465"
"1707","KA110197","464"
"1708","CH040076","464"
"1709","IB040115","464"
"1710","TK130083","464"
"1711","KA160194","464"
"1712","KA160042","464"
"1713","GU040038","464"
"1714","GU020062","464"
"1715","CH020003","464"
"1716","YA040026","464"
"1717","IB080029","464"
"1718","CH040069","463"
"1719","KA110175","463"
"1720","IB100079","463"
"1721","KA110004","463"
"1722","GU040083","463"
"1723","GU030013","463"
"1724","KA150132","463"
"1725","GU030018","463"
"1726","TK040183","463"
"1727","CH020034","463"
"1728","GU040012","463"
"1729","TK060142","462"
"1730","IB100072","462"
"1731","YA010040","462"
"1732","GU020069","462"
"1733","NA030008","462"
"1734","IB100062","462"
"1735","SA060004","461"
"1736","NA060054","461"
"1737","GU050015","461"
"1738","GU010020","461"
"1739","IB040325","461"
"1740","TK050038","461"
"1741","TK130029","461"
"1742","SA050017","461"
"1743","CH010004","461"
"1744","GU020002","461"
"1745","IB040268","461"
"1746","CH040120","461"
"1747","KA070138","461"
"1748","GU020124","461"
"1749","IB040265","461"
"1750","CH040221","461"
"1751","KA030015","461"
"1752","KA070055","461"
"1753","KA080015","461"
"1754","KA110044","461"
"1755","KA160130","461"
"1756","GU040081","461"
"1757","KA080062","461"
"1758","CH040174","460"
"1759","TK060162","460"
"1760","IB100057","460"
"1761","KA150150","460"
"1762","KA080088","460"
"1763","IB040381","460"
"1764","KA110178","460"
"1765","IB080007","460"
"1766","GU030054","460"
"1767","TK050067","460"
"1768","IB020019","460"
"1769","IB040331","460"
"1770","IB070031","460"
"1771","TK130021","459"
"1772","IB100055","459"
"1773","KA010147","459"
"1774","GU010027","459"
"1775","KA070085","459"
"1776","KA080076","459"
"1777","KA070112","459"
"1778","IB070067","459"
"1779","GU040021","459"
"1780","CH010068","459"
"1781","GU030058","459"
"1782","TC030001","459"
"1783","KA110161","458"
"1784","NA060043","458"
"1785","KA010144","458"
"1786","GU030152","458"
"1787","KA150152","458"
"1788","CH040239","458"
"1789","KA020044","458"
"1790","KA100007","458"
"1791","TK06０２０1","458"
"1792","GU030041","458"
"1793","IB040032","458"
"1794","CH010024","458"
"1795","KA080022","457"
"1796","KA150052","457"
"1797","SA130009","457"
"1798","TK060195","457"
"1799","KA070026","457"
"1800","CH040214","457"
"1801","KA150123","457"
"1802","IB050027","457"
"1803","KA110081","457"
"1804","GU030187","457"
"1805","KA160022","457"
"1806","KA150080","457"
"1807","GU020083","456"
"1808","KA010172","456"
"1809","CH010006","456"
"1810","KA110040","456"
"1811","YA010072","456"
"1812","IB040021","456"
"1813","IB070006","456"
"1814","KA020068","456"
"1815","GU030195","456"
"1816","IB080067","456"
"1817","CH010023","456"
"1818","GU030198","456"
"1819","GU020012","456"
"1820","KA150046","456"
"1821","KA150113","456"
"1822","IB020011","456"
"1823","IB040121","456"
"1824","TK060281","456"
"1825","GU040037","456"
"1826","YA010018","456"
"1827","KA070145","455"
"1828","CH040148","455"
"1829","TK040125","455"
"1830","CH040192","455"
"1831","KA080127","455"
"1832","KA150008","455"
"1833","GU020009","455"
"1834","CH020014","455"
"1835","KA080115","455"
"1836","CH040199","455"
"1837","YA010051","455"
"1838","GU030188","455"
"1839","SA050007","455"
"1840","TK040173","455"
"1841","GU050020","455"
"1842","GU010028","454"
"1843","GU030078","454"
"1844","IB100070","454"
"1845","KA150077","454"
"1846","KA030005","454"
"1847","CH010077","454"
"1848","KA070020","454"
"1849","KA010032","454"
"1850","TK060351","454"
"1851","KA160197","454"
"1852","GU020061","454"
"1853","KA110037","454"
"1854","GU040002","454"
"1855","YA040028","454"
"1856","GU020128","454"
"1857","IB070070","453"
"1858","KA150141","453"
"1859","SA020021","453"
"1860","CH040202","453"
"1861","TK130019","453"
"1862","KA070041","453"
"1863","SA130008","453"
"1864","CH010063","452"
"1865","KA150110","452"
"1866","KA070092","452"
"1867","TK060258","452"
"1868","CH040127","452"
"1869","KA160038","452"
"1870","NA030047","452"
"1871","GU040009","452"
"1872","KA160126","452"
"1873","TK040058","452"
"1874","SA050004","452"
"1875","KA010011","452"
"1876","NA030029","452"
"1877","KA120014","452"
"1878","KA070056","452"
"1879","KA010178","452"
"1880","NA030024","452"
"1881","IB080043","452"
"1882","IB040061","451"
"1883","TK040129","451"
"1884","SA130005","451"
"1885","TC030026","451"
"1886","KA120047","451"
"1887","IB040232","451"
"1888","NA060039","451"
"1889","GU040020","451"
"1890","KA110095","451"
"1891","KA100013","451"
"1892","CH040066","451"
"1893","YA010078","451"
"1894","KA110066","450"
"1895","IB040382","450"
"1896","TK130023","450"
"1897","KA070079","450"
"1898","CH040132","450"
"1899","TK090014","450"
"1900","KA160116","450"
"1901","CH010050","450"
"1902","KA100016","450"
"1903","YA010020","450"
"1904","KA150065","450"
"1905","YA010050","450"
"1906","IB040189","449"
"1907","CH010058","449"
"1908","IB100010","449"
"1909","CH040011","449"
"1910","TK060165","449"
"1911","KA160128","449"
"1912","KA080129","449"
"1913","KA010003","449"
"1914","KA010199","449"
"1915","KA110075","449"
"1916","GU020093","449"
"1917","TK040132","449"
"1918","KA070156","449"
"1919","IB040105","449"
"1920","TK060094","449"
"1921","IB100001","449"
"1922","IB100058","448"
"1923","KA110058","448"
"1924","YA010060","448"
"1925","GU030166","448"
"1926","IB040284","448"
"1927","IB040321","448"
"1928","KA150062","448"
"1929","KA150059","448"
"1930","CH040185","448"
"1931","KA080031","448"
"1932","NA030030","448"
"1933","CH010025","447"
"1934","KA120041","447"
"1935","KA160079","447"
"1936","CH040149","447"
"1937","GU020033","447"
"1938","KA120015","447"
"1939","GU030090","447"
"1940","TK040055","447"
"1941","TC030045","447"
"1942","NA060060","447"
"1943","KA080044","447"
"1944","NA030022","447"
"1945","IB070027","447"
"1946","GU010024","447"
"1947","NA030060","446"
"1948","TK040050","446"
"1949","SA130014","446"
"1950","KA160129","446"
"1951","KA110084","446"
"1952","IB050003","446"
"1953","IB010035","446"
"1954","KA080033","446"
"1955","GU030086","446"
"1956","CH040140","446"
"1957","KA070037","446"
"1958","IB100011","446"
"1959","KA070066","446"
"1960","IB100041","446"
"1961","YA010062","446"
"1962","CH020044","446"
"1963","GU030001","446"
"1964","TK060164","446"
"1965","IB040049","446"
"1966","CH040046","446"
"1967","CH040213","445"
"1968","NA010028","445"
"1969","KA160009","445"
"1970","NA060006","445"
"1971","IB040219","445"
"1972","CH040171","445"
"1973","IB040220","445"
"1974","GU010048","445"
"1975","YA010028","445"
"1976","KA070047","445"
"1977","KA160176","445"
"1978","IB070040","445"
"1979","GU030202","444"
"1980","NA030044","444"
"1981","KA110180","444"
"1982","CH010081","444"
"1983","IB050021","444"
"1984","IB070014","444"
"1985","KA070125","444"
"1986","KA070010","444"
"1987","GU030165","444"
"1988","KA070152","444"
"1989","IB100038","444"
"1990","KA110017","444"
"1991","GU020103","444"
"1992","KA080042","444"
"1993","KA070176","444"
"1994","GU030216","444"
"1995","KA120031","443"
"1996","IB100064","443"
"1997","GU050007","443"
"1998","IB100012","443"
"1999","CH020009","443"
"2000","TK060313","443"
"2001","IB040022","443"
"2002","IB040276","443"
"2003","IB040136","443"
"2004","KA110068","443"
"2005","YA010084","443"
"2006","IB040147","443"
"2007","CH040078","443"
"2008","IB040017","443"
"2009","IB090024","443"
"2010","KA010086","443"
"2011","KA110186","443"
"2012","KA010174","443"
"2013","TK130034","443"
"2014","KA010045","443"
"2015","YA040029","443"
"2016","CH040037","443"
"2017","GU040078","443"
"2018","KA110141","443"
"2019","TK060223","443"
"2020","KA010027","443"
"2021","KA110182","442"
"2022","KA160046","442"
"2023","GU020052","442"
"2024","GU030149","442"
"2025","KA010193","442"
"2026","KA110160","442"
"2027","TK060175","442"
"2028","IB040199","442"
"2029","KA160163","442"
"2030","TK060252","442"
"2031","IB100004","442"
"2032","IB100071","442"
"2033","NA010019","442"
"2034","CH020002","442"
"2035","IB100060","442"
"2036","GU010040","442"
"2037","CH040112","442"
"2038","GU020044","442"
"2039","TK060168","441"
"2040","KA070180","441"
"2041","CH040087","441"
"2042","GU030184","441"
"2043","TK130002","441"
"2044","NA030013","441"
"2045","KA110194","441"
"2046","KA070081","441"
"2047","KA010048","441"
"2048","IB040237","441"
"2049","KA010065","441"
"2050","TK040178","441"
"2051","CH020039","441"
"2052","KA020076","441"
"2053","TK040114","440"
"2054","KA070183","440"
"2055","CH040212","440"
"2056","IB010022","440"
"2057","KA070115","440"
"2058","GU030199","440"
"2059","KA110047","440"
"2060","TK060222","440"
"2061","IB080026","440"
"2062","KA030014","440"
"2063","IB040383","440"
"2064","KA160159","440"
"2065","IB040010","440"
"2066","GU040053","439"
"2067","IB090014","439"
"2068","KA080023","439"
"2069","TK040079","439"
"2070","TK050032","439"
"2071","NA030019","439"
"2072","CH040181","439"
"2073","CH040144","439"
"2074","IB100047","439"
"2075","KA110144","439"
"2076","CH040160","439"
"2077","GU030148","439"
"2078","KA110052","439"
"2079","GU020126","439"
"2080","KA070095","439"
"2081","TC030027","439"
"2082","CH020036","439"
"2083","KA150079","439"
"2084","CH040017","438"
"2085","NA060055","438"
"2086","TK040109","438"
"2087","GU020054","438"
"2088","GU030120","438"
"2089","IB040396","438"
"2090","KA010145","438"
"2091","KA070209","438"
"2092","KA120010","438"
"2093","KA110002","438"
"2094","CH040012","438"
"2095","IB070069","438"
"2096","SA050015","438"
"2097","KA020003","438"
"2098","GU040015","438"
"2099","KA110026","438"
"2100","GU030162","437"
"2101","CH020024","437"
"2102","CH040005","437"
"2103","KA070195","437"
"2104","CH040041","437"
"2105","NA010024","437"
"2106","KA110020","437"
"2107","SA020013","437"
"2108","TK040090","437"
"2109","NA060053","437"
"2110","KA020047","436"
"2111","CH040040","436"
"2112","NA060059","436"
"2113","IB040034","436"
"2114","KA020060","436"
"2115","KA160179","435"
"2116","TK130058","435"
"2117","KA150126","435"
"2118","CH010046","435"
"2119","IB080025","435"
"2120","NA030020","435"
"2121","IB040154","435"
"2122","KA160120","435"
"2123","TK130050","435"
"2124","TK040177","435"
"2125","KA160036","435"
"2126","CH010062","434"
"2127","KA030003","434"
"2128","KA070177","434"
"2129","TK130027","434"
"2130","KA160003","434"
"2131","GU030027","434"
"2132","NA060011","434"
"2133","KA020010","434"
"2134","GU030215","433"
"2135","GU030119","433"
"2136","SA050010","433"
"2137","IB080080","433"
"2138","IB100046","433"
"2139","KA160108","433"
"2140","CH040138","433"
"2141","IB100042","433"
"2142","TK060348","432"
"2143","KA110116","432"
"2144","CH040108","432"
"2145","YA010042","432"
"2146","SA130007","432"
"2147","GU020004","432"
"2148","GU030023","432"
"2149","IB080085","432"
"2150","IB040117","432"
"2151","KA080008","432"
"2152","NA010018","432"
"2153","KA070042","431"
"2154","IB070035","431"
"2155","CH020042","431"
"2156","IB040068","431"
"2157","KA110183","431"
"2158","NA010032","431"
"2159","KA110060","431"
"2160","CH010007","431"
"2161","IB040368","431"
"2162","KA110131","431"
"2163","KA160082","431"
"2164","KA160199","431"
"2165","TK060181","431"
"2166","IB040037","431"
"2167","KA150127","431"
"2168","IB040129","431"
"2169","KA070060","430"
"2170","KA110038","430"
"2171","IB040040","430"
"2172","IB040362","430"
"2173","IB040297","430"
"2174","IB040183","430"
"2175","TK060084","430"
"2176","YA010085","430"
"2177","TK040141","430"
"2178","GU020005","429"
"2179","CH040125","429"
"2180","IB100017","429"
"2181","CH040085","429"
"2182","NA030028","429"
"2183","KA070004","429"
"2184","TK130091","429"
"2185","IB090019","429"
"2186","GU030002","429"
"2187","SA010022","429"
"2188","CH030006","429"
"2189","GU030021","429"
"2190","KA160051","429"
"2191","KA070064","429"
"2192","TK060247","429"
"2193","GU020075","428"
"2194","IB040350","428"
"2195","KA110143","428"
"2196","IB010013","428"
"2197","IB100067","428"
"2198","TK130060","428"
"2199","GU030182","428"
"2200","GU030156","428"
"2201","KA110111","428"
"2202","KA110055","428"
"2203","IB040124","428"
"2204","TK090013","428"
"2205","IB040387","428"
"2206","CH020037","428"
"2207","GU030088","427"
"2208","KA170007","427"
"2209","TK060206","427"
"2210","CH040146","427"
"2211","KA150039","427"
"2212","GU040013","427"
"2213","KA080040","427"
"2214","KA080050","427"
"2215","KA010054","426"
"2216","KA070150","426"
"2217","KA150013","426"
"2218","KA070049","426"
"2219","KA160105","426"
"2220","YA010079","426"
"2221","GU040082","426"
"2222","TK050050","426"
"2223","TK130070","426"
"2224","IB080010","426"
"2225","NA030063","426"
"2226","NA060017","426"
"2227","KA110136","426"
"2228","CH010010","426"
"2229","KA010066","426"
"2230","CH040061","425"
"2231","TC040009","425"
"2232","IB020020","425"
"2233","TC030014","425"
"2234","TK040030","425"
"2235","KA020022","425"
"2236","NA030040","425"
"2237","IB100081","424"
"2238","CH030001","424"
"2239","KA010115","424"
"2240","GU030038","424"
"2241","TK060166","424"
"2242","TC030007","424"
"2243","TK040127","424"
"2244","KA070206","424"
"2245","NA010027","424"
"2246","KA080032","424"
"2247","TK060103","424"
"2248","GU020104","424"
"2249","KA080035","424"
"2250","KA160185","424"
"2251","IB040291","424"
"2252","KA010189","423"
"2253","YA010027","423"
"2254","TK060180","423"
"2255","CH010026","423"
"2256","GU030138","423"
"2257","TK130014","423"
"2258","CH010064","423"
"2259","SA020001","423"
"2260","SA060007","423"
"2261","GU010017","423"
"2262","KA160029","423"
"2263","KA010019","423"
"2264","TK060308","423"
"2265","GU040077","422"
"2266","TC030039","422"
"2267","GU030123","422"
"2268","KA030007","422"
"2269","IB040143","422"
"2270","GU030151","422"
"2271","KA110134","422"
"2272","TK060061","422"
"2273","GU030060","422"
"2274","KA010020","422"
"2275","CH010073","422"
"2276","TK040082","422"
"2277","KA010050","422"
"2278","GU030080","422"
"2279","IB080058","422"
"2280","KA120013","422"
"2281","KA110032","422"
"2282","CH040070","422"
"2283","IB040301","422"
"2284","KA070027","422"
"2285","KA160074","422"
"2286","IB100076","422"
"2287","KA070022","421"
"2288","TK060185","421"
"2289","TK150002","421"
"2290","KA100003","421"
"2291","KA090002","421"
"2292","KA070035","421"
"2293","KA110073","421"
"2294","IB040166","421"
"2295","NA030009","421"
"2296","GU030193","421"
"2297","GU030200","421"
"2298","IB040158","421"
"2299","KA100009","421"
"2300","KA100012","421"
"2301","CH040104","420"
"2302","GU040047","420"
"2303","CH010075","420"
"2304","IB040372","420"
"2305","KA010104","420"
"2306","KA020021","420"
"2307","KA110042","420"
"2308","IB040186","420"
"2309","IB040190","420"
"2310","NA060027","420"
"2311","TK130087","420"
"2312","KA010082","419"
"2313","KA080024","419"
"2314","IB040319","419"
"2315","YA040009","419"
"2316","KA010092","419"
"2317","KA160008","419"
"2318","TK150016","419"
"2319","GU030205","419"
"2320","SA010012","419"
"2321","NA030057","419"
"2322","TK130068","419"
"2323","NA010035","419"
"2324","IB040385","418"
"2325","TK040136","418"
"2326","CH040182","418"
"2327","KA160160","418"
"2328","KA070106","418"
"2329","GU030179","418"
"2330","GU030135","418"
"2331","YA010077","418"
"2332","KA070165","418"
"2333","TK130074","418"
"2334","GU030177","417"
"2335","KA110065","417"
"2336","TK040048","417"
"2337","GU040080","417"
"2338","GU020084","417"
"2339","GU040088","417"
"2340","CH010028","417"
"2341","KA070006","417"
"2342","CH010008","416"
"2343","GU030104","416"
"2344","TK060291","416"
"2345","IB040209","416"
"2346","GU030213","416"
"2347","IB040082","416"
"2348","KA150040","416"
"2349","TK060301","416"
"2350","KA160005","416"
"2351","SA130010","416"
"2352","KA110018","416"
"2353","TC040005","416"
"2354","KA020057","415"
"2355","KA150018","415"
"2356","KA020062","415"
"2357","GU030163","415"
"2358","IB040063","415"
"2359","CH020019","415"
"2360","NA060051","415"
"2361","KA160032","415"
"2362","IB100020","415"
"2363","IB040055","415"
"2364","GU030059","414"
"2365","KA010073","414"
"2366","CH040095","414"
"2367","IB080060","414"
"2368","CH040222","414"
"2369","KA080118","414"
"2370","KA120045","414"
"2371","CH040068","414"
"2372","KA110096","414"
"2373","TK040151","414"
"2374","IB080008","414"
"2375","TK130033","414"
"2376","KA070108","414"
"2377","KA160125","414"
"2378","CH040118","414"
"2379","IB040140","414"
"2380","KA160158","414"
"2381","GU030181","414"
"2382","NA030062","413"
"2383","SA130017","413"
"2384","CH040028","413"
"2385","IB100080","413"
"2386","CH040178","413"
"2387","KA020020","413"
"2388","TK130018","413"
"2389","CH020020","413"
"2390","TK040174","413"
"2391","KA070063","413"
"2392","GU040011","413"
"2393","IB080087","412"
"2394","TK040044","412"
"2395","KA070076","412"
"2396","CH040045","412"
"2397","KA070065","412"
"2398","KA160050","412"
"2399","TK130046","412"
"2400","GU030096","412"
"2401","CH040008","412"
"2402","KA010046","412"
"2403","IB040229","412"
"2404","TK130071","412"
"2405","IB070012","412"
"2406","TK040150","412"
"2407","CH010067","412"
"2408","KA110053","412"
