"順位","管理No","合計スコア"
"1245","IB020022","533"
"1246","KA160134","533"
"1247","KA110283","533"
"1248","KA110057","533"
"1249","KA160270","533"
"1250","KA070241","533"
"1251","GU050005","533"
"1252","GU030243","532"
"1253","KA110174","532"
"1254","TK090010","532"
"1255","IB080110","532"
"1256","KA020039","532"
"1257","KA110010","532"
"1258","GU050017","532"
"1259","KA110108","532"
"1260","KA120037","532"
"1261","SA050028","532"
"1262","IB040584","532"
"1263","SA130029","532"
"1264","KA010006","532"
"1265","KA110156","532"
"1266","GU030296","532"
"1267","IB080050","532"
"1268","CH040335","532"
"1269","IB040288","532"
"1270","GU030257","531"
"1271","NA060048","531"
"1272","IB040102","531"
"1273","TK130116","531"
"1274","TK130088","531"
"1275","CH020010","531"
"1276","TK130036","531"
"1277","TK080002","531"
"1278","KA070332","531"
"1279","KA160267","531"
"1280","NA010038","531"
"1281","CH040019","531"
"1282","IB070041","531"
"1283","SA020003","531"
"1284","YA010021","531"
"1285","IB040501","531"
"1286","IB040600","531"
"1287","KA080047","531"
"1288","TK130115","530"
"1289","KA040011","530"
"1290","KA110154","530"
"1291","GU020058","530"
"1292","KA110179","530"
"1293","KA010305","530"
"1294","YA010071","530"
"1295","KA150167","530"
"1296","TK050083","530"
"1297","CH020006","530"
"1298","KA070084","530"
"1299","TK060085","530"
"1300","CH010009","530"
"1301","SA020014","530"
"1302","KA160186","530"
"1303","CH010079","530"
"1304","KA110085","529"
"1305","KA070153","529"
"1306","YA010005","529"
"1307","KA070164","529"
"1308","KA020063","529"
"1309","IB040223","529"
"1310","TK040192","529"
"1311","TK050068","529"
"1312","KA160043","529"
"1313","KA010098","529"
"1314","IB100024","529"
"1315","IB040153","529"
"1316","TK060340","529"
"1317","YA010036","529"
"1318","KA080174","529"
"1319","KA100028","529"
"1320","TC030047","529"
"1321","KA070196","529"
"1322","IB040031","529"
"1323","NA030055","528"
"1324","KA150044","528"
"1325","KA070142","528"
"1326","KA110303","528"
"1327","NA010060","528"
"1328","TK040038","528"
"1329","KA020038","528"
"1330","CH010003","528"
"1331","KA010243","528"
"1332","KA160027","528"
"1333","KA070051","528"
"1334","KA010033","528"
"1335","TK060335","528"
"1336","YA010094","528"
"1337","IB050061","528"
"1338","TK130102","528"
"1339","KA160133","528"
"1340","GU030185","527"
"1341","KA120060","527"
"1342","GU030254","527"
"1343","KA150147","527"
"1344","KA140034","527"
"1345","KA070119","527"
"1346","KA070297","527"
"1347","KA160024","527"
"1348","GU030055","527"
"1349","KA110254","526"
"1350","IB040296","526"
"1351","KA170018","526"
"1352","KA150161","526"
"1353","KA110208","526"
"1354","GU020178","526"
"1355","TK130138","526"
"1356","SA020011","526"
"1357","IB040628","526"
"1358","CH040133","526"
"1359","KA070502","526"
"1360","GU040110","526"
"1361","KA070024","526"
"1362","KA110155","526"
"1363","KA070345","526"
"1364","TK060322","526"
"1365","NA030050","526"
"1366","KA160103","526"
"1367","KA170008","526"
"1368","KA010012","526"
"1369","KA150137","526"
"1370","CH020025","526"
"1371","KA120022","526"
"1372","CH040130","526"
"1373","TK130045","526"
"1374","KA010083","526"
"1375","SA090015","526"
"1376","SA020026","525"
"1377","TK130098","525"
"1378","YA010061","525"
"1379","KA070034","525"
"1380","TK040069","525"
"1381","CH040024","525"
"1382","KA110199","525"
"1383","GU020134","525"
"1384","CH040083","525"
"1385","IB070059","525"
"1386","IB010009","525"
"1387","IB070025","525"
"1388","IB090009","525"
"1389","KA010280","525"
"1390","KA110214","525"
"1391","KA010153","525"
"1392","IB020031","525"
"1393","IB010067","525"
"1394","TC030057","525"
"1395","IB040101","524"
"1396","IB050043","524"
"1397","IB090028","524"
"1398","IB080106","524"
"1399","KA120003","524"
"1400","NA060087","524"
"1401","IB040375","524"
"1402","TK060003","524"
"1403","KA110293","524"
"1404","CH010076","524"
"1405","KA070192","524"
"1406","IB070080","524"
"1407","IB010004","524"
"1408","CH040026","524"
"1409","SA090002","524"
"1410","IB050035","524"
"1411","KA160167","523"
"1412","KA110033","523"
"1413","KA080208","523"
"1414","KA010209","523"
"1415","CH040208","523"
"1416","NA060046","523"
"1417","TK130022","523"
"1418","TK130152","523"
"1419","CH030007","523"
"1420","NA060003","523"
"1421","IB040076","523"
"1422","TK130025","523"
"1423","IB040286","523"
"1424","KA070256","523"
"1425","CH040071","523"
"1426","NA030056","523"
"1427","CH040383","522"
"1428","KA110029","522"
"1429","KA080092","522"
"1430","YA040008","522"
"1431","YA010113","522"
"1432","GU030020","522"
"1433","KA110230","522"
"1434","KA150074","522"
"1435","KA160189","522"
"1436","KA080064","522"
"1437","GU040097","522"
"1438","IB040636","522"
"1439","TK130008","522"
"1440","KA150017","522"
"1441","TK130009","522"
"1442","IB100036","522"
"1443","IB080044","522"
"1444","TC030052","522"
"1445","KA070096","522"
"1446","KA010059","522"
"1447","KA160044","522"
"1448","KA070323","522"
"1449","CH040352","522"
"1450","IB040391","522"
"1451","IB040429","522"
"1452","IB100097","522"
"1453","IB100097","522"
"1454","NA060098","521"
"1455","CH040407","521"
"1456","IB040434","521"
"1457","KA170011","521"
"1458","GU040150","521"
"1459","KA010160","521"
"1460","IB010062","521"
"1461","KA110193","521"
"1462","KA010106","521"
"1463","KA150145","521"
"1464","IB080107","521"
"1465","IB080107","521"
"1466","TK050052","521"
"1467","CH040385","521"
"1468","KA160177","521"
"1469","KA160280","521"
"1470","CH010045","521"
"1471","KA150096","521"
"1472","KA120020","521"
"1473","KA020064","521"
"1474","GU020064","521"
"1475","IB010034","521"
"1476","KA160198","521"
"1477","IB040624","521"
"1478","IB040577","521"
"1479","KA020007","521"
"1480","CH010014","521"
"1481","TK130004","521"
"1482","KA150015","520"
"1483","NA060084","520"
"1484","TC040020","520"
"1485","CH040136","520"
"1486","IB040611","520"
"1487","TC030060","520"
"1488","KA100002","520"
"1489","KA110251","520"
"1490","IB040529","520"
"1491","KA070039","520"
"1492","KA110297","520"
"1493","GU020261","520"
"1494","TC030038","520"
"1495","KA080122","520"
"1496","CH040102","520"
"1497","CH040164","520"
"1498","KA140027","519"
"1499","KA110137","519"
"1500","IB040113","519"
"1501","KA040018","519"
"1502","KA110278","519"
"1503","IB090011","519"
"1504","KA150031","519"
"1505","KA120025","519"
"1506","IB070001","519"
"1507","NA010039","519"
"1508","CH040195","519"
"1509","CH030037","519"
"1510","TK130101","519"
"1511","KA150016","519"
"1512","IB020010","519"
"1513","IB070022","519"
"1514","IB080051","519"
"1515","KA070367","519"
"1516","CH010013","519"
"1517","IB040595","519"
"1518","KA110248","519"
"1519","CH040196","519"
"1520","IB080095","519"
"1521","KA070110","518"
"1522","KA020071","518"
"1523","NA010041","518"
"1524","NA030035","518"
"1525","KA120059","518"
"1526","IB080019","518"
"1527","KA070341","518"
"1528","NA030070","518"
"1529","TK060224","518"
"1530","CH040263","518"
"1531","KA150130","518"
"1532","GU050024","518"
"1533","GU020187","518"
"1534","KA160173","518"
"1535","KA070285","518"
"1536","IB080002","518"
"1537","KA080059","518"
"1538","KA120011","518"
"1539","TK050076","518"
"1540","CH040341","518"
"1541","NA030087","518"
"1542","KA160035","517"
"1543","KA150170","517"
"1544","GU030167","517"
"1545","GU010032","517"
"1546","IB010056","517"
"1547","CH040220","517"
"1548","KA010246","517"
"1549","CH040014","517"
"1550","KA160135","517"
"1551","GU020176","517"
"1552","IB040550","517"
"1553","IB040618","517"
"1554","KA160276","517"
"1555","TK040175","516"
"1556","SA010063","516"
"1557","IB080049","516"
"1558","CH040029","516"
"1559","CH040340","516"
"1560","IB010061","516"
"1561","NA030052","516"
"1562","IB010010","516"
"1563","KA150149","516"
"1564","KA160269","516"
"1565","KA080036","516"
"1566","KA080013","516"
"1567","KA077:52","516"
"1568","KA110300","515"
"1569","KA070046","515"
"1570","TK040110","515"
"1571","KA110272","515"
"1572","KA070245","515"
"1573","GU020263","515"
"1574","NA060086","515"
"1575","KA160278","515"
"1576","NA060090","515"
"1577","KA150023","515"
"1578","KA110213","515"
"1579","TK060375","515"
"1580","IB040464","515"
"1581","NA060096","515"
"1582","IB070002","515"
"1583","NA030004","515"
"1584","TK040188","515"
"1585","TK060167","515"
"1586","KA160168","515"
"1587","TC030040","515"
"1588","IB040437","515"
"1589","KA110028","515"
"1590","IB080052","515"
"1591","CH010041","515"
"1592","TK040124","515"
"1593","IB040364","515"
"1594","IB080045","515"
"1595","TK130160","515"
"1596","KA070210","514"
"1597","IB050015","514"
"1598","SA020005","514"
"1599","SA020017","514"
"1600","KA070268","514"
"1601","KA150070","514"
"1602","NA060045","514"
"1603","TK060256","514"
"1604","IB080072","514"
"1605","YA040043","514"
"1606","KA070501","514"
"1607","YA010019","514"
"1608","TK060282","514"
"1609","IB100073","514"
"1610","TK040138","514"
"1611","IB100089","514"
"1612","KA150159","513"
"1613","NA060024","513"
"1614","CH040018","513"
"1615","CH030038","513"
"1616","KA120063","513"
"1617","KA170003","513"
"1618","KA070189","513"
"1619","TK060300","513"
"1620","IB070028","513"
"1621","IB070042","513"
"1622","CH040089","513"
"1623","KA110072","513"
"1624","IB040266","513"
"1625","IB050014","513"
"1626","CH040248","513"
"1627","NA030097","513"
"1628","YA010112","512"
"1629","CH040035","512"
"1630","GU030029","512"
"1631","KA110087","512"
"1632","CH040258","512"
"1633","KA010238","512"
"1634","KA110309","512"
"1635","KA010029","512"
"1636","IB080032","512"
"1637","KA070240","512"
"1638","IB090041","512"
"1639","TK060177","512"
"1640","KA020014","512"
"1641","IB040377","512"
"1642","KA040004","512"
"1643","IB040067","512"
"1644","NA060050","512"
"1645","TK060262","512"
"1646","KA080170","512"
"1647","IB040029","512"
"1648","KA070040","512"
"1649","IB040454","511"
"1650","IB010063","511"
"1651","IB010036","511"
"1652","KA040026","511"
"1653","KA070048","511"
"1654","SA090009","511"
"1655","YA010065","511"
"1656","YA010043","511"
"1657","YA010064","511"
"1658","IB050074","511"
"1659","IB100065","511"
"1660","KA010163","511"
"1661","TK130039","511"
"1662","IB040006","511"
"1663","KA160136","511"
"1664","TK050037","511"
"1665","KA110041","511"
"1666","KA070067","511"
"1667","TK060336","510"
"1668","KA140035","510"
"1669","KA100026","510"
"1670","KA160196","510"
"1671","KA080068","510"
"1672","NA060016","510"
"1673","KA150162","510"
"1674","IB010015","510"
"1675","CH040293","510"
"1676","NA030065","510"
"1677","KA080154","510"
"1678","KA150135","510"
"1679","TK090012","510"
"1680","KA040001","510"
"1681","IB040155","510"
"1682","TK060199","510"
"1683","IB040119","510"
"1684","CH020001","510"
"1685","KA110268","510"
"1686","KA110169","510"
"1687","KA070198","510"
"1688","CH040266","509"
"1689","IB040630","509"
"1690","KA080037","509"
"1691","KA070172","509"
"1692","YA010083","509"
"1693","KA070016","509"
"1694","GU020274","509"
"1695","YA010074","509"
"1696","KA080236","509"
"1697","KA080236","509"
"1698","IB010028","509"
"1699","CH040363","509"
"1700","GU040095","509"
"1701","KA110092","509"
"1702","KA070318","509"
"1703","TK130080","509"
"1704","IB040200","509"
"1705","GU030046","508"
"1706","KA070072","508"
"1707","KA110237","508"
"1708","GU030171","508"
"1709","KA070373","508"
"1710","IB100082","508"
"1711","IB010042","508"
"1712","YA010115","508"
"1713","IB050075","508"
"1714","KA110094","508"
"1715","TK060143","508"
"1716","CH010074","508"
"1717","TK130111","508"
"1718","IB100092","508"
"1719","KA110140","508"
"1720","KA080016","508"
"1721","KA040034","508"
"1722","YA010037","507"
"1723","KA020030","507"
"1724","KA020042","507"
"1725","KA010103","507"
"1726","IB080102","507"
"1727","KA110181","507"
"1728","CH010047","507"
"1729","IB040327","507"
"1730","IB040462","507"
"1731","YA010099","507"
"1732","TK130159","507"
"1733","GU020065","507"
"1734","CH010032","507"
"1735","TK130052","507"
"1736","CH040310","507"
"1737","SA130019","507"
"1738","GU010055","507"
"1739","IB040236","507"
"1740","CH010040","507"
"1741","CH040215","507"
"1742","KA160092","506"
"1743","KA110021","506"
"1744","NA060077","506"
"1745","IB050034","506"
"1746","IB070005","506"
"1747","KA110258","506"
"1748","TK130057","506"
"1749","KA110215","506"
"1750","KA150032","506"
"1751","KA110269","506"
"1752","NA030021","506"
"1753","KA110117","506"
"1754","IB050002","506"
"1755","CH040304","506"
"1756","IB040466","506"
"1757","CH040297","506"
"1758","GU020195","506"
"1759","KA160190","506"
"1760","GU010033","506"
"1761","CH040295","506"
"1762","NA060013","505"
"1763","KA120002","505"
"1764","CH040305","505"
"1765","KA070074","505"
"1766","KA110281","505"
"1767","YA010069","505"
"1768","KA010188","505"
"1769","GU030247","505"
"1770","IB040360","505"
"1771","GU030229","505"
"1772","GU030180","505"
"1773","IB100086","505"
"1774","CH040328","505"
"1775","IB050049","505"
"1776","IB080096","505"
"1777","KA150100","505"
"1778","TK040152","505"
"1779","YA040023","505"
"1780","KA150066","504"
"1781","CH030011","504"
"1782","KA160192","504"
"1783","YA010057","504"
"1784","YA010041","504"
"1785","KA010014","504"
"1786","KA010261","504"
"1787","KA160182","504"
"1788","SA130001","504"
"1789","GU010046","504"
"1790","IB080088","504"
"1791","TC040007","504"
"1792","KA160052","504"
"1793","GU030217","504"
"1794","KA080063","504"
"1795","KA070365","504"
"1796","GU030169","504"
"1797","KA070234","504"
"1798","KA110113","503"
"1799","KA110120","503"
"1800","GU030214","503"
"1801","KA150164","503"
"1802","CH040274","503"
"1803","IB040456","503"
"1804","CH040267","503"
"1805","CH040015","503"
"1806","IB040131","503"
"1807","KA110076","503"
"1808","IB040638","503"
"1809","KA070368","503"
"1810","KA010095","503"
"1811","TK040084","503"
"1812","IB070011","503"
"1813","IB080109","503"
"1814","CH020035","503"
"1815","KA020028","503"
"1816","IB040597","503"
"1817","KA010265","503"
"1818","TK060042","503"
"1819","IB040419","502"
"1820","KA110129","502"
"1821","CH040122","502"
"1822","KA070007","502"
"1823","CH040347","502"
"1824","KA160200","502"
"1825","YA040047","502"
"1826","YA010100","502"
"1827","IB070045","502"
"1828","YA010009","502"
"1829","IB010018","502"
"1830","IB040009","502"
"1831","KA150092","502"
"1832","SA010069","502"
"1833","IB070020","502"
"1834","CH040365","502"
"1835","KA150148","501"
"1836","KA150003","501"
"1837","KA120033","501"
"1838","KA160047","501"
"1839","GU010079","501"
"1840","KA150010","501"
"1841","IB100091","501"
"1842","KA070255","501"
"1843","IB040222","501"
"1844","KA020056","501"
"1845","KA160273","501"
"1846","GU030299","501"
"1847","NA060099","501"
"1848","TK130141","501"
"1849","CH040217","501"
"1850","KA070070","501"
"1851","KA070117","501"
"1852","CH010078","501"
"1853","GU020022","501"
"1854","KA110051","501"
"1855","IB100037","501"
"1856","TK040203","501"
"1857","TK130056","500"
"1858","CH040303","500"
"1859","GU030161","500"
"1860","YA010002","500"
"1861","KA020065","500"
"1862","KA070302","500"
"1863","GU020024","500"
"1864","YA010106","500"
"1865","KA110082","500"
"1866","IB020008","500"
"1867","IB050024","500"
"1868","IB040004","500"
"1869","IB040077","500"
"1870","IB010048","500"
"1871","GU020142","500"
"1872","IB010046","500"
"1873","CH040124","500"
"1874","KA080164","500"
"1875","YA010052","500"
"1876","KA070190","500"
"1877","KA070319","500"
"1878","IB040304","499"
"1879","KA110205","499"
"1880","KA040035","499"
"1881","NA030001","499"
"1882","CH040032","499"
"1883","KA110238","499"
"1884","KA040027","499"
"1885","IB100030","499"
"1886","KA150045","499"
"1887","CH040301","499"
"1888","CH030012","499"
"1889","SA060005","499"
"1890","GU010074","498"
"1891","TC030066","498"
"1892","KA010005","498"
"1893","IB100087","498"
"1894","KA040020","498"
"1895","KA160104","498"
"1896","KA140008","498"
"1897","NA060010","498"
"1898","KA110168","498"
"1899","KA110064","498"
"1900","KA020045","498"
"1901","GU010004","498"
"1902","KA070275","498"
"1903","GU030224","498"
"1904","KA110171","498"
"1905","KA160262","498"
"1906","TK060263","498"
"1907","TC030061","498"
"1908","GU030295","498"
"1909","KA110019","497"
"1910","NA030051","497"
"1911","KA020058","497"
"1912","SA130027","497"
"1913","YA010086","497"
"1914","YA010096","497"
"1915","KA160157","497"
"1916","CH040315","497"
"1917","GU030122","497"
"1918","GU030117","497"
"1919","KA150056","497"
"1920","IB010007","497"
"1921","KA160188","497"
"1922","GU020021","497"
"1923","GU020221","497"
"1924","GU030098","497"
"1925","KA110279","497"
"1926","KA010024","497"
"1927","KA110266","497"
"1928","IB040566","497"
"1929","KA070057","497"
"1930","YA010088","497"
"1931","TK040180","497"
"1932","KA070127","497"
"1933","KA010023","497"
"1934","KA160164","497"
"1935","IB010069","497"
"1936","TK060339","497"
"1937","KA110217","497"
"1938","IB080090","496"
"1939","KA070199","496"
"1940","NA060071","496"
"1941","YA010008","496"
"1942","GU020038","496"
"1943","GU050012","496"
"1944","IB010005","496"
"1945","GU030238","496"
"1946","KA010134","496"
"1947","KA110216","496"
"1948","IB040586","496"
"1949","KA110234","496"
"1950","KA150051","496"
"1951","KA150073","496"
"1952","KA150111","496"
"1953","KA160007","496"
"1954","KA110089","496"
"1955","KA160175","496"
"1956","KA010250","496"
"1957","KA020050","496"
"1958","TK130065","496"
"1959","KA010008","496"
"1960","CH040139","496"
"1961","KA070137","495"
"1962","TC030051","495"
"1963","CH040386","495"
"1964","NA060008","495"
"1965","GU020190","495"
"1966","IB080081","495"
"1967","NA060058","495"
"1968","SA020010","495"
"1969","KA150029","495"
"1970","IB040207","495"
"1971","IB050056","495"
"1972","IB010003","495"
"1973","KA120030","495"
"1974","CH040004","495"
"1975","KA010309","495"
"1976","CH040410","495"
"1977","KA110165","495"
"1978","CH040059","495"
"1979","KA070012","495"
"1980","TK050060","495"
"1981","KA070093","495"
"1982","KA160096","495"
"1983","GU020169","495"
"1984","KA160132","495"
"1985","TK060357","495"
"1986","IB040132","495"
"1987","KA010292","495"
"1988","IB040118","495"
"1989","NA060021","494"
"1990","NA030069","494"
"1991","NA060075","494"
"1992","TK060221","494"
"1993","KA080239","494"
"1994","KA080239","494"
"1995","CH010080","494"
"1996","GU020098","494"
"1997","CH040288","494"
"1998","KA020036","494"
"1999","KA040029","494"
"2000","TC030044","494"
"2001","IB010068","494"
"2002","KA100031","494"
"2003","KA080039","494"
"2004","YA040067","494"
"2005","KA140039","494"
"2006","YA040052","494"
"2007","KA070086","494"
"2008","KA150125","494"
"2009","NA030078","494"
"2010","IB040536","494"
"2011","KA070201","493"
"2012","CH030015","493"
"2013","IB080062","493"
"2014","KA120001","493"
"2015","TK060283","493"
"2016","KA070111","493"
"2017","KA070001","493"
"2018","CH040219","493"
"2019","NA060102","493"
"2020","TK040113","493"
"2021","IB070071","493"
"2022","KA160155","493"
"2023","IB080048","493"
"2024","IB040515","493"
"2025","KA070217","493"
"2026","IB070033","493"
"2027","KA150097","493"
"2028","KA160030","493"
"2029","GU020140","493"
"2030","GU020130","493"
"2031","IB040521","493"
"2032","SA130023","493"
"2033","CH040183","493"
"2034","TK060239","493"
"2035","GU050013","493"
"2036","KA030012","493"
"2037","SA090014","492"
"2038","KA110207","492"
"2039","GU030273","492"
"2040","KA080124","492"
"2041","KA150012","492"
"2042","KA040033","492"
"2043","TK060202","492"
"2044","CH040380","492"
"2045","GU010018","492"
"2046","KA010031","492"
"2047","CH040247","492"
"2048","IB100021","492"
"2049","SA130018","492"
"2050","GU030172","492"
"2051","KA110260","492"
"2052","TC030025","492"
"2053","NA060047","492"
"2054","KA110149","492"
"2055","KA150134","492"
"2056","KA070045","492"
"2057","GU040072","492"
"2058","KA080215","492"
"2059","KA080215","492"
"2060","IB020025","492"
"2061","YA010059","491"
"2062","NA010033","491"
"2063","KA080038","491"
"2064","IB040520","491"
"2065","CH040223","491"
"2066","IB070064","491"
"2067","NA060093","491"
"2068","KA110007","491"
"2069","CH030020","491"
"2070","IB080038","491"
"2071","KA080260","491"
"2072","TK130156","491"
"2073","IB040386","491"
"2074","GU020019","491"
"2075","IB080036","491"
"2076","IB010002","491"
"2077","KA110107","491"
"2078","IB070021","491"
"2079","KA079:00","491"
"2080","IB040543","490"
"2081","KA070220","490"
"2082","KA150098","490"
"2083","TK130051","490"
"2084","KA150027","490"
"2085","KA110097","490"
"2086","KA150050","490"
"2087","KA010124","490"
"2088","TK060324","490"
"2089","KA070013","490"
"2090","KA140038","490"
"2091","GU010037","490"
"2092","NA060064","490"
"2093","KA160259","490"
"2094","KA110275","490"
"2095","IB010032","490"
"2096","NA030025","490"
"2097","GU040079","490"
"2098","KA040032","490"
"2099","IB040633","490"
"2100","IB040614","490"
"2101","IB020029","490"
"2102","IB040620","489"
"2103","KA020009","489"
"2104","IB080084","489"
"2105","KA140041","489"
"2106","KA150108","489"
"2107","KA160166","489"
"2108","KA170013","489"
"2109","IB100029","489"
"2110","IB040152","489"
"2111","TC030010","489"
"2112","CH040106","489"
"2113","TC030009","489"
"2114","IB040002","489"
"2115","GU030145","489"
"2116","NA060032","489"
"2117","KA070222","489"
"2118","IB040157","489"
"2119","KA080217","489"
"2120","KA080217","489"
"2121","NA030003","489"
"2122","TC040017","488"
"2123","KA040017","488"
"2124","IB040060","488"
"2125","IB070054","488"
"2126","KA110164","488"
"2127","NA060020","488"
"2128","IB010052","488"
"2129","IB040516","488"
"2130","KA080061","488"
"2131","IB080055","488"
"2132","GU040147","488"
"2133","SA090001","488"
"2134","GU020117","488"
"2135","KA080151","488"
"2136","KA070202","488"
"2137","IB040202","488"
"2138","SA050006","488"
"2139","SA022006","488"
"2140","KA160080","488"
"2141","KA080075","488"
"2142","GU010090","488"
"2143","CH020038","488"
"2144","KA150047","488"
"2145","CH040204","488"
"2146","KA070124","487"
"2147","NA030026","487"
"2148","KA010204","487"
"2149","KA150099","487"
"2150","KA010080","487"
"2151","KA010100","487"
"2152","KA070122","487"
"2153","IB100050","487"
"2154","KA160115","487"
"2155","KA180002","487"
"2156","NA030085","487"
"2157","IB070072","487"
"2158","TK060163","487"
"2159","CH010027","487"
"2160","KA150082","487"
"2161","TK130079","487"
"2162","IB100010","487"
"2163","CH040067","487"
"2164","KA040015","487"
"2165","NA060044","487"
"2166","KA070219","487"
"2167","KA170019","487"
"2168","TK050035","487"
"2169","TK060041","487"
"2170","KA070149","487"
"2171","KA160184","487"
"2172","KA070008","486"
"2173","SA090006","486"
"2174","GU030183","486"
"2175","KA010252","486"
"2176","KA150028","486"
"2177","KA110166","486"
"2178","SA090003","486"
"2179","KA160026","486"
"2180","YA040015","486"
"2181","IB040137","486"
"2182","GU010049","486"
"2183","KA100025","486"
"2184","KA150128","486"
"2185","NA030071","486"
"2186","KA110298","486"
"2187","KA160002","486"
"2188","KA070103","486"
"2189","SA050016","486"
"2190","GU020131","486"
"2191","NA060005","486"
"2192","KA150146","485"
"2193","NA060009","485"
"2194","SA020032","485"
"2195","IB040012","485"
"2196","KA070181","485"
"2197","KA040042","485"
"2198","CH020047","485"
"2199","CH040031","485"
"2200","KA070139","485"
"2201","TK060116","485"
"2202","YA040036","485"
"2203","KA010192","485"
"2204","KA040030","485"
"2205","KA110224","485"
"2206","TC030076","485"
"2207","GU040010","485"
"2208","KA010015","485"
"2209","KA150061","485"
"2210","IB100063","485"
"2211","CH040372","485"
"2212","KA150037","485"
"2213","CH040039","485"
"2214","TK060106","485"
"2215","TK060479","485"
"2216","CH020004","485"
"2217","TK060145","485"
"2218","KA110030","485"
"2219","SA010045","485"
"2220","IB020004","485"
"2221","KA070003","485"
"2222","IB040141","485"
"2223","GU030298","484"
"2224","IB040623","484"
"2225","KA030006","484"
"2226","KA010301","484"
"2227","IB070044","484"
"2228","KA070077","484"
"2229","IB100025","484"
"2230","IB100075","484"
"2231","KA100030","484"
"2232","TC030022","484"
"2233","KA110157","484"
"2234","YA010022","484"
"2235","NA060081","484"
"2236","KA010026","484"
"2237","GU030269","484"
"2238","KA110088","484"
"2239","KA070100","484"
"2240","KA070015","484"
"2241","NA060030","483"
"2242","IB080083","483"
"2243","NA030061","483"
"2244","KA080219","483"
"2245","KA080219","483"
"2246","KA150160","483"
"2247","GU030033","483"
"2248","KA070212","483"
"2249","IB040138","483"
"2250","NA030014","483"
"2251","KA110172","483"
"2252","IB050012","483"
"2253","CH040369","483"
"2254","IB100045","483"
"2255","CH040116","482"
"2256","YA010056","482"
"2257","CH040079","482"
"2258","TK040182","482"
"2259","KA160170","482"
"2260","CH040240","482"
"2261","IB100035","482"
"2262","KA160055","482"
"2263","GU030039","482"
"2264","GU030255","482"
"2265","IB050016","482"
"2266","YA010110","481"
"2267","NA060034","481"
"2268","IB070078","481"
"2269","KA150156","481"
"2270","GU010035","481"
"2271","IB040322","481"
"2272","IB040447","481"
"2273","IB080004","481"
"2274","IB100044","481"
"2275","KA070339","481"
"2276","TK060204","481"
"2277","GU020057","481"
"2278","CH040194","481"
"2279","GU020141","481"
"2280","IB100083","481"
"2281","TK040049","481"
"2282","TK040198","481"
"2283","GU010059","481"
"2284","KA110302","480"
"2285","CH040156","480"
"2286","TK130031","480"
"2287","KA110286","480"
"2288","GU030062","480"
"2289","CH010059","480"
"2290","IB010055","480"
"2291","GU010031","480"
"2292","KA150026","480"
"2293","KA010071","480"
"2294","GU030242","480"
"2295","YA010063","480"
"2296","KA160113","480"
"2297","TK130093","480"
"2298","IB070077","480"
"2299","TK040212","480"
"2300","GU040017","480"
"2301","NA060078","480"
"2302","KA110158","480"
"2303","YA040011","480"
"2304","TC030042","480"
"2305","GU040059","480"
"2306","TK040087","480"
"2307","KA080137","480"
"2308","KA070019","480"
"2309","KA150063","480"
"2310","IB070030","480"
"2311","IB040181","480"
"2312","NA060037","479"
"2313","IB010012","479"
"2314","TK130122","479"
"2315","TK040036","479"
"2316","CH010019","479"
"2317","IB070081","479"
"2318","YA040050","479"
"2319","IB010041","479"
"2320","IB010021","479"
"2321","TK130112","479"
"2322","KA010212","479"
"2323","TK060393","479"
"2324","SA130011","479"
"2325","CH030032","479"
"2326","KA110222","479"
"2327","GU030099","479"
"2328","KA150086","479"
"2329","IB040541","479"
"2330","KA010040","479"
"2331","GU040112","479"
"2332","TK130020","479"
"2333","KA150166","479"
"2334","IB070010","478"
"2335","KA110176","478"
"2336","TK130119","478"
"2337","GU030103","478"
"2338","IB070057","478"
"2339","IB040352","478"
"2340","KA100015","478"
"2341","NA030006","478"
"2342","KA110083","478"
"2343","KA110153","478"
"2344","GU010005","478"
"2345","CH020030","478"
"2346","KA160068","478"
"2347","GU020003","478"
"2348","CH030031","478"
"2349","IB040213","478"
"2350","IB040532","478"
"2351","IB040478","478"
"2352","TK130150","478"
"2353","KA040013","478"
"2354","CH040065","478"
"2355","TK060241","478"
"2356","KA150053","478"
"2357","KA070269","478"
"2358","TK060354","478"
"2359","IB040431","478"
"2360","CH040064","478"
"2361","GU010047","477"
"2362","KA150038","477"
"2363","KA070246","477"
"2364","GU050027","477"
"2365","IB050082","477"
"2366","KA080237","477"
"2367","KA080237","477"
"2368","KA010235","477"
"2369","NA060101","477"
"2370","CH020005","477"
"2371","IB090016","477"
"2372","GU050025","477"
"2373","KA110056","477"
"2374","GU030048","477"
"2375","TK060240","477"
"2376","KA070090","477"
"2377","KA020031","477"
"2378","YA010066","477"
"2379","IB040290","477"
"2380","NA060085","477"
"2381","KA110290","477"
"2382","KA120028","477"
"2383","NA060094","477"
"2384","KA040024","477"
"2385","KA070082","477"
"2386","IB040059","477"
"2387","TK040035","477"
"2388","GU030197","476"
"2389","TK050039","476"
"2390","KA040021","476"
"2391","IB100014","476"
"2392","TK170003","476"
"2393","TK060321","476"
"2394","SA130013","476"
"2395","SA090012","476"
"2396","CH010016","476"
"2397","CH040351","476"
"2398","KA140026","476"
"2399","SA010014","476"
"2400","TK060237","476"
"2401","KA070371","476"
"2402","TK130067","476"
"2403","KA110239","476"
"2404","CH040366","476"
"2405","IB100007","476"
"2406","TK040121","476"
"2407","YA040037","476"
"2408","NA030090","475"
"2409","IB040287","475"
